,rmse,mean,median,std,min,max,sse
KITTI_04_d1.txt,0.01981054069641791,0.016856093056763985,0.015239427927825771,0.010408153032413736,0.00029113628482159724,0.08790104957615119,0.10596353112479617
KITTI_04_d2.txt,0.01733730248395188,0.015055110092698621,0.01395409533628048,0.008598006601344759,0.0009488753851498658,0.0651876148296364,0.08115715550341188
