,rmse,mean,median,std,min,max,sse
KITTI_00_comp_init.txt,0.07619828507096399,0.054719444663505284,0.03553527816752472,0.053027926826093016,0.005341904634724538,0.3730423751463798,1.2773593025062964
KITTI_00_comp.txt,0.07619828505040117,0.05471944461548927,0.03553527797507715,0.05302792684609303,0.0053419048276321076,0.3730423751706317,1.2773593018168823
